userSteps
0
0
1
1
1
1
0
0
2
1
1
2
0
1
2
1
1
1
2
1
1
1
1
0
1
3
1
2
1
2
1
2
1
1
0
1
1
1
0
0
0
0
1
0
0
0
1
0
0
1
1
1
1
1
2
1
0
0
1
1
0
0
1
2
0
1
0
0
0
1
4
1
0
1
2
2
3
4
4
4
4
6
6
13
2
2
0
3
3
5
3
14
12
3
9
6
6
7
13
17
4
4
7
4
0
8
0
12
8
17
8
9
9
18
5
14
14
14
19
10
20
15
20
15
15
20
15
15
15
15
20
15
5
0
5
20
10
15
20
20
20
15
10
5
10
15
5
25
10
5
5
5
5
10
0
0
20
5
10
20
15
25
10
5
30
20
20
25
20
0
5
0
10
5
15
15
10
5
5
0
10
5
5
5
0
5
5
15
5
0
5
10
5
0
20
5
5
20
15
15
25
15
10
5
10
20
0
15
5
5
10
5
10
10
15
10
10
0
5
5
0
10
10
0
0
10
10
5
5
5
0
5
10
10
5
15
15
5
10
10
5
10
10
5
5
0
10
15
10
10
5
10
20
15
20
5
5
10
5
10
10
25
15
10
30
10
15
10
10
5
0
5
15
15
5
5
0
10
5
20
5
5
5
5
0
15
10
5
0
10
10
5
15
5
15
20
10
20
15
5
20
0
25
10
5
5
15
10
10
0
5
0
20
10
10
5
15
15
5
0
5
10
5
5
5
10
5
0
10
5
10
15
10
10
10
5
5
5
5
10
10
5
10
0
0
15
5
5
10
0
5
10
10
5
0
0
0
0
5
15
5
5
15
10
0
10
15
10
5
15
0
5
0
5
0
0
0
15
0
10
5
15
10
10
0
10
0
15
10
0
10
0
10
0
5
20
0
10
15
10
5
5
5
0
5
10
15
15
15
10
10
5
10
10
5
15
10
10
10
5
0
15
5
5
10
0
10
15
5
10
5
0
15
5
20
10
15
10
5
0
10
10
10
5
5
5
0
10
10
10
5
0
5
0
5
10
0
5
10
5
15
5
15
10
0
10
10
5
0
5
5
5
15
5
0
5
5
5
10
15
0
10
15
5
10
0
5
5
0
5
0
5
10
15
5
0
5
0
0
20
10
10
5
5
0
5
5
10
0
5
5
5
10
5
0
20
10
15
15
0
10
15
20
15
5
20
10
15
10
10
5
5
15
35
20
15
0
10
5
15
20
15
20
10
15
10
15
15
5
20
20
20
0
5
15
15
15
25
25
5
10
5
10
5
10
15
20
15
10
5
15
10
10
10
15
15
5
30
5
15
15
0
15
10
15
5
10
5
0
10
20
10
10
10
5
10
30
15
15
20
