userSteps
5
7
5
5
10
7
3
7
5
5
3
7
5
3
7
3
5
1
3
5
1
3
5
3
1
5
5
3
5
3
3
3
1
1
5
1
5
5
1
1
5
8
3
5
5
1
3
1
7
1
5
7
5
3
5
7
8
7
7
1
3
7
5
3
3
7
1
8
3
5
3
5
8
5
3
7
8
1
0
5
10
5
1
7
1
5
5
3
3
1
1
3
1
3
1
1
0
1
5
0
1
0
0
1
1
3
1
1
1
1
1
3
1
5
1
5
3
1
7
1
3
1
1
1
3
3
0
1
1
0
1
3
0
1
5
3
5
1
5
3
3
3
3
3
5
5
3
3
0
3
1
0
5
5
1
5
3
8
0
0
1
0
3
1
7
1
1
1
0
1
7
1
0
0
1
0
1
5
1
1
0
1
1
0
1
3
0
1
1
1
5
5
0
1
0
3
0
3
3
1
0
5
3
1
0
3
5
5
1
3
5
3
3
5
3
3
1
3
3
8
3
1
3
0
5
1
0
3
5
5
3
3
0
5
3
5
1
1
3
1
3
5
3
1
5
1
3
1
1
1
0
5
5
7
1
3
3
3
3
3
1
0
0
1
5
1
3
3
5
1
3
5
5
3
7
5
1
1
1
1
5
3
1
1
3
3
7
7
5
1
1
1
3
3
3
3
1
0
5
3
3
5
1
3
1
0
1
3
5
3
5
5
3
1
1
3
3
0
1
5
1
3
0
5
1
5
1
1
0
3
0
0
1
3
5
1
0
0
0
7
3
1
3
3
1
5
3
3
5
7
5
7
7
3
1
1
3
5
5
3
3
3
1
8
3
7
1
0
0
1
3
5
1
1
5
5
1
3
1
1
3
0
0
3
1
0
7
0
10
3
5
3
3
1
7
5
1
3
1
0
3
1
3
7
3
7
8
7
7
5
5
1
3
5
5
10
5
1
3
5
10
3
3
1
3
7
1
1
5
7
8
3
1
1
3
3
5
3
3
3
5
3
3
1
0
1
1
1
3
1
5
7
3
10
1
0
3
3
5
5
7
7
7
5
1
1
0
7
3
3
1
1
1
5
1
1
3
0
0
1
5
5
5
0
0
5
1
5
5
1
1
3
3
0
3
5
5
5
1
3
0
1
0
1
3
5
3
3
1
1
1
1
3
0
0
5
3
3
1
0
5
1
1
3
3
3
3
1
3
0
3
0
3
1
7
3
1
0
0
3
5
5
5
1
0
5
3
0
5
3
1
1
0
1
8
3
1
1
1
3
3
5
5
1
3
1
3
3
0
3
3
3
8
5
0
5
3
1
1
3
0
1
5
5
3
1
3
10
0
1
5
3
5
3
0
1
1
0
0
3
