,result,table,_start,_stop,_time,_value,_field,_measurement,scenario,testUUID,testVersion
,_result,0,2026-06-02T09:02:48.873863712Z,2026-06-09T09:02:48.873863712Z,2026-06-09T08:56:38Z,1049,value,activeUsers,flashSaleBrowseOnly,e0085c85-6bed-4c48-8d4a-cc10e08697e9,v1
,_result,0,2026-06-02T09:02:48.873863712Z,2026-06-09T09:02:48.873863712Z,2026-06-09T08:56:39Z,1078,value,activeUsers,flashSaleBrowseOnly,e0085c85-6bed-4c48-8d4a-cc10e08697e9,v1
,_result,0,2026-06-02T09:02:48.873863712Z,2026-06-09T09:02:48.873863712Z,2026-06-09T08:56:40Z,1119,value,activeUsers,flashSaleBrowseOnly,e0085c85-6bed-4c48-8d4a-cc10e08697e9,v1
,_result,0,2026-06-02T09:02:48.873863712Z,2026-06-09T09:02:48.873863712Z,2026-06-09T08:56:41Z,1154,value,activeUsers,flashSaleBrowseOnly,e0085c85-6bed-4c48-8d4a-cc10e08697e9,v1
,_result,0,2026-06-02T09:02:48.873863712Z,2026-06-09T09:02:48.873863712Z,2026-06-09T08:56:42Z,1207,value,activeUsers,flashSaleBrowseOnly,e0085c85-6bed-4c48-8d4a-cc10e08697e9,v1
,_result,0,2026-06-02T09:02:48.873863712Z,2026-06-09T09:02:48.873863712Z,2026-06-09T08:56:43Z,1232,value,activeUsers,flashSaleBrowseOnly,e0085c85-6bed-4c48-8d4a-cc10e08697e9,v1
,_result,0,2026-06-02T09:02:48.873863712Z,2026-06-09T09:02:48.873863712Z,2026-06-09T08:56:44Z,1261,value,activeUsers,flashSaleBrowseOnly,e0085c85-6bed-4c48-8d4a-cc10e08697e9,v1
,_result,0,2026-06-02T09:02:48.873863712Z,2026-06-09T09:02:48.873863712Z,2026-06-09T08:56:45Z,1311,value,activeUsers,flashSaleBrowseOnly,e0085c85-6bed-4c48-8d4a-cc10e08697e9,v1
,_result,0,2026-06-02T09:02:48.873863712Z,2026-06-09T09:02:48.873863712Z,2026-06-09T08:56:46Z,1340,value,activeUsers,flashSaleBrowseOnly,e0085c85-6bed-4c48-8d4a-cc10e08697e9,v1
,_result,0,2026-06-02T09:02:48.873863712Z,2026-06-09T09:02:48.873863712Z,2026-06-09T08:56:47Z,1392,value,activeUsers,flashSaleBrowseOnly,e0085c85-6bed-4c48-8d4a-cc10e08697e9,v1
,_result,0,2026-06-02T09:02:48.873863712Z,2026-06-09T09:02:48.873863712Z,2026-06-09T08:56:48Z,1449,value,activeUsers,flashSaleBrowseOnly,e0085c85-6bed-4c48-8d4a-cc10e08697e9,v1
,_result,0,2026-06-02T09:02:48.873863712Z,2026-06-09T09:02:48.873863712Z,2026-06-09T08:56:49Z,1500,value,activeUsers,flashSaleBrowseOnly,e0085c85-6bed-4c48-8d4a-cc10e08697e9,v1
,_result,0,2026-06-02T09:02:48.873863712Z,2026-06-09T09:02:48.873863712Z,2026-06-09T08:56:50Z,1541,value,activeUsers,flashSaleBrowseOnly,e0085c85-6bed-4c48-8d4a-cc10e08697e9,v1
,_result,0,2026-06-02T09:02:48.873863712Z,2026-06-09T09:02:48.873863712Z,2026-06-09T08:56:51Z,1571,value,activeUsers,flashSaleBrowseOnly,e0085c85-6bed-4c48-8d4a-cc10e08697e9,v1
,_result,0,2026-06-02T09:02:48.873863712Z,2026-06-09T09:02:48.873863712Z,2026-06-09T08:56:52Z,1633,value,activeUsers,flashSaleBrowseOnly,e0085c85-6bed-4c48-8d4a-cc10e08697e9,v1
,_result,0,2026-06-02T09:02:48.873863712Z,2026-06-09T09:02:48.873863712Z,2026-06-09T08:56:53Z,1684,value,activeUsers,flashSaleBrowseOnly,e0085c85-6bed-4c48-8d4a-cc10e08697e9,v1
,_result,0,2026-06-02T09:02:48.873863712Z,2026-06-09T09:02:48.873863712Z,2026-06-09T08:56:54Z,1739,value,activeUsers,flashSaleBrowseOnly,e0085c85-6bed-4c48-8d4a-cc10e08697e9,v1
,_result,0,2026-06-02T09:02:48.873863712Z,2026-06-09T09:02:48.873863712Z,2026-06-09T08:56:55Z,1769,value,activeUsers,flashSaleBrowseOnly,e0085c85-6bed-4c48-8d4a-cc10e08697e9,v1
,_result,0,2026-06-02T09:02:48.873863712Z,2026-06-09T09:02:48.873863712Z,2026-06-09T08:56:56Z,1819,value,activeUsers,flashSaleBrowseOnly,e0085c85-6bed-4c48-8d4a-cc10e08697e9,v1
,_result,0,2026-06-02T09:02:48.873863712Z,2026-06-09T09:02:48.873863712Z,2026-06-09T08:56:57Z,1842,value,activeUsers,flashSaleBrowseOnly,e0085c85-6bed-4c48-8d4a-cc10e08697e9,v1
,_result,0,2026-06-02T09:02:48.873863712Z,2026-06-09T09:02:48.873863712Z,2026-06-09T08:56:58Z,1912,value,activeUsers,flashSaleBrowseOnly,e0085c85-6bed-4c48-8d4a-cc10e08697e9,v1
,_result,0,2026-06-02T09:02:48.873863712Z,2026-06-09T09:02:48.873863712Z,2026-06-09T08:56:59Z,1922,value,activeUsers,flashSaleBrowseOnly,e0085c85-6bed-4c48-8d4a-cc10e08697e9,v1
,_result,0,2026-06-02T09:02:48.873863712Z,2026-06-09T09:02:48.873863712Z,2026-06-09T08:57:00Z,1962,value,activeUsers,flashSaleBrowseOnly,e0085c85-6bed-4c48-8d4a-cc10e08697e9,v1
,_result,0,2026-06-02T09:02:48.873863712Z,2026-06-09T09:02:48.873863712Z,2026-06-09T08:57:01Z,2025,value,activeUsers,flashSaleBrowseOnly,e0085c85-6bed-4c48-8d4a-cc10e08697e9,v1
